,Unnamed: 0,HF,NB,TI,V,Eig_1,Eig_2,Eig_3,Negative Eigenvalues,proj0,proj1
632,632,0.05,0.1,0.4,0.45,-44284.65149582631,40833.105850027096,79538.05232961348,1,-0.000653364948228138,0.49497431561066324
1052,1052,0.2,0.15,0.45,0.2,-44279.058894678965,9617.17263332127,30803.372120935463,1,0.14114121948237748,0.21231852524692088
1258,1258,0.3,0.25,0.2,0.25,-44276.662356481,-4998.644519475702,20233.05541481556,2,-0.07061727866606211,-0.0708039543655559
726,726,0.05,0.5,0.1,0.35,-44272.81993370665,16373.845424474808,82589.8528230622,1,0.14151457088136496,-0.07052394081631526
848,848,0.1,0.35,0.35,0.2,-44243.67716110551,-3148.8592499290544,39217.73840456391,2,0.28274912821348924,0.07108396791479658
734,734,0.05,0.55,0.1,0.3,-44210.161605644746,17548.035033584885,81430.0648032387,1,0.21231852524692088,-0.1411412194823774
788,788,0.1,0.1,0.6,0.2,-44197.826645821726,32886.28509435699,59930.420172423175,1,0.28228243896475486,0.4246370504938417
1129,1129,0.25,0.05,0.4,0.3,-44191.94701934028,24561.866576425262,88308.6307891103,1,-0.07108396791479647,0.28274912821348924
894,894,0.1,0.75,0.05,0.1,-44155.984119652916,392.0698663569856,116986.66052754952,1,0.4249170640430823,-0.49441428851218194
755,755,0.05,0.75,0.05,0.15,-44077.33940766506,29864.368264151482,129006.14793291823,1,0.42482372619333547,-0.4237036719963728
1098,1098,0.2,0.4,0.25,0.15,-44066.51290164358,-8162.648507746093,22501.902124957902,2,0.2123185252469209,-0.1411412194823774
1040,1040,0.2,0.1,0.5,0.2,-43936.58025060426,25538.205942621044,37169.28852036928,1,0.14104788163263057,0.28302914176272986
674,674,0.05,0.25,0.25,0.45,-43915.52589798741,11552.043250880313,70359.69451978215,1,-0.0003733513989875171,0.28284246606323615
647,647,0.05,0.15,0.35,0.45,-43903.6178155434,22821.614310779678,75554.65339546763,1,-0.0005600270984812829,0.42426369909485423
1330,1330,0.35,0.25,0.1,0.3,-43883.29029410027,-5111.485719750069,43237.06711729316,2,-0.21194517384793327,-0.14170124658085864
1208,1208,0.25,0.55,0.1,0.1,-43852.91652452853,-7214.2212144232835,48741.147452374484,2,0.21269187664590844,-0.42398368554561355
802,802,0.1,0.15,0.55,0.2,-43811.930549484125,14325.950439392314,54904.8585236627,1,0.28237577681450177,0.35392643397803275
661,661,0.05,0.2,0.3,0.45,-43759.43141619918,15002.459417834456,72463.00873741787,1,-0.0004666892487343722,0.35355308257904516
1266,1266,0.3,0.3,0.2,0.2,-43733.82333966358,-7614.109181361585,19124.81560810285,2,0.00018667569949378006,-0.14142123303161802
747,747,0.05,0.65,0.1,0.2,-43727.82125382897,20513.707558386475,79181.47566595783,1,0.3539264339780327,-0.28237577681450166
1313,1313,0.35,0.15,0.1,0.4,-43596.20944840476,7504.080596338014,47821.51111194756,1,-0.3535530825790451,-0.0004666892487343709
838,838,0.1,0.3,0.4,0.2,-43573.093193254346,-1754.9305491871257,42407.1612780537,2,0.2826557903637424,0.14179458443060564
1142,1142,0.25,0.1,0.4,0.25,-43541.246199790774,20831.559394346623,31006.604632472106,1,-0.0002800135492405931,0.2121318495474271
1217,1217,0.3,0.05,0.25,0.4,-43499.842472171775,21006.24502512999,88065.83354792604,1,-0.2831224796124767,0.21175849814843958
815,815,0.1,0.2,0.5,0.2,-43479.04985201178,5637.695620722484,50354.07591760315,1,0.2824691146642486,0.2832158174622237
1173,1173,0.25,0.25,0.3,0.2,-43463.894031935866,-4534.664351609604,19628.85602239226,2,0.07071061651580905,9.33378497468907e-05
708,708,0.05,0.4,0.15,0.4,-43428.40586949161,11438.495065328769,72091.18941321743,1,0.07061727866606213,0.07080395436555594
1322,1322,0.35,0.2,0.1,0.35,-43376.21240851476,-638.7291405643459,45206.33398487811,2,-0.2827491282134892,-0.07108396791479656
1027,1027,0.2,0.05,0.55,0.2,-43372.51162855064,36543.923634006496,89765.13767650828,1,0.14095454378288377,0.35373975827853893
827,827,0.1,0.25,0.45,0.2,-43354.93087553194,917.7409052732481,46164.71204572829,1,0.2825624525139955,0.21250520094641465
1397,1397,0.4,0.3,0.05,0.25,-43255.2305660574,-7825.7958426816385,97874.73782805048,2,-0.21175849814843956,-0.2831224796124768
1451,1451,0.45,0.35,0.05,0.15,-43235.407892986696,-7655.935530327732,94080.12045996534,2,-0.14086120593313675,-0.424450374794348
1229,1229,0.3,0.1,0.25,0.35,-43218.25395142897,17661.988752116064,30031.529310964874,1,-0.2123185252469208,0.14114121948237737
569,569,0.5,0.35,0.0,0.15,-43078.20410125055,-6912.45392251703,62358749682236.54,2,-0.2114784845991989,-0.49525432915990386
617,617,0.05,0.05,0.5,0.4,-42899.82510988529,84152.35434318366,104810.39156521566,1,0.06996391371783403,0.5657782699762192
1240,1240,0.3,0.15,0.25,0.3,-42804.37940171742,7166.836254309656,20019.973764202732,1,-0.1415145708813649,0.07052394081631523
1338,1338,0.35,0.3,0.15,0.2,-42802.188541429234,-7934.09489422628,23318.076542684335,2,-0.07043060296656836,-0.21222518739717394
1130,1130,0.25,0.05,0.45,0.25,-42665.715620960735,26495.67592007319,87895.63516285631,1,-0.00037335139898747594,0.2828424660632361
1403,1403,0.4,0.35,0.1,0.15,-42607.6062768961,-8281.36301725873,38183.7144925695,2,-0.0702439272670746,-0.3536464204287921
986,986,0.15,0.4,0.3,0.15,-42583.51132318156,-6955.958069164003,27138.009655270525,2,0.282935803912983,-0.0703372651168215
590,590,0.65,0.2,0.0,0.15,-42549.92777710341,-637.2098652135319,62358748310979.73,2,-0.42361033414662597,-0.49553434270914454
718,718,0.05,0.45,0.15,0.35,-42439.009104309574,11512.113629663332,71437.19097761801,1,0.1414212330316181,0.00018667569949375006
1398,1398,0.4,0.3,0.1,0.2,-42436.813430039474,-7908.220531633409,38151.6720772239,2,-0.14104788163263052,-0.28302914176272986
1164,1164,0.25,0.2,0.35,0.2,-42387.06368670862,-104.03592588727327,21128.405476052165,2,0.07061727866606217,0.07080395436555591
1250,1250,0.3,0.2,0.25,0.25,-42355.13717242265,-1027.211688074701,17942.129120928737,2,-0.070710616515809,-9.333784974691062e-05
698,698,0.05,0.35,0.2,0.4,-42303.2863314866,9250.273032157615,69557.94736510981,1,0.07052394081631527,0.141514570881365
1447,1447,0.45,0.3,0.05,0.2,-42281.246359558616,-7655.038225875762,94319.62234092447,2,-0.21166516029869267,-0.35383309612828584
1331,1331,0.35,0.25,0.15,0.25,-42145.76494574358,-5784.364340192823,24375.45564603457,2,-0.14123455733212426,-0.1416079087311118
727,727,0.05,0.5,0.15,0.3,-42089.81093316443,11959.166900706165,70828.03242403311,1,0.21222518739717397,-0.0704306029665684
1091,1091,0.2,0.35,0.3,0.15,-41909.59889503072,-7479.159104940661,22475.252516580418,2,0.212225187397174,-0.07043060296656836
735,735,0.05,0.55,0.15,0.25,-41885.9809730451,12669.433412057826,70230.04152422628,1,0.2830291417627299,-0.14104788163263055
1344,1344,0.35,0.35,0.15,0.15,-41866.478781557395,-8763.931570751625,23382.978343871462,2,0.00037335139898755205,-0.2828424660632361
1354,1354,0.35,0.5,0.05,0.1,-41831.00827806772,-6909.36166098705,101404.45937156674,2,0.07136398146403723,-0.49488097776091633
1154,1154,0.25,0.15,0.4,0.2,-41725.28727972238,8095.900962045579,23885.06904856296,1,0.07052394081631531,0.14151457088136496
1189,1189,0.25,0.35,0.25,0.15,-41700.10003919004,-8429.093333430943,19266.75655899513,2,0.14160790873111184,-0.1412345573321243
1286,1286,0.3,0.5,0.1,0.1,-41694.58412020013,-7487.113813939619,46310.93655001357,2,0.14198126013009935,-0.4240770233953604
648,648,0.05,0.15,0.4,0.4,-41637.86328251754,22053.427846283237,79651.65096673695,1,0.0701505894173278,0.42435703694460114
873,873,0.1,0.5,0.25,0.15,-41617.52982239964,-4004.5253677854575,34808.67015682684,2,0.35373975827853893,-0.14095454378288363
1487,1487,0.5,0.3,0.05,0.15,-41606.82429454069,-6647.669251839965,91645.60208193635,2,-0.21157182244894576,-0.42454371264409485
687,687,0.05,0.3,0.25,0.4,-41603.30519512767,8816.446279078787,70306.81708076026,1,0.07043060296656836,0.21222518739717403
1273,1273,0.3,0.35,0.2,0.15,-41536.01281567242,-8871.363090493756,19037.701679430615,2,0.07099063006504967,-0.21203851169768018
618,618,0.05,0.05,0.55,0.35,-41502.99244279138,88263.73920594616,105757.43335916991,1,0.1406745302336431,0.565871607825966
1114,1114,0.2,0.55,0.15,0.1,-41488.69720985484,-7259.6619510529545,34230.49090624092,2,0.28330915531197054,-0.3531797311800577
1259,1259,0.3,0.25,0.25,0.2,-41461.78862958078,-5614.235980208817,16738.30193691602,2,9.33378497468972e-05,-0.070710616515809
1573,1573,0.8,0.05,0.05,0.1,-41397.77006640677,61476.64117417945,99088.27031100106,1,-0.565031567178244,-0.49572101840863836
1323,1323,0.35,0.2,0.15,0.3,-41371.870341121765,-1507.2935763667722,26034.54595397971,2,-0.21203851169768015,-0.0709906300650497
1293,1293,0.35,0.05,0.15,0.45,-41369.819793967894,28157.325676114906,89007.1777234108,1,-0.4244503747943479,0.14086120593313678
1230,1230,0.3,0.1,0.3,0.3,-41347.32016902216,16712.254799383318,28598.292761889956,1,-0.1416079087311118,0.14123455733212426
662,662,0.05,0.2,0.35,0.4,-41319.81185612306,13983.47190147283,75820.83617320747,1,0.0702439272670746,0.3536464204287921
675,675,0.05,0.25,0.3,0.4,-41290.79979826025,10190.850939535958,72613.09440774428,1,0.0703372651168215,0.28293580391298306
1218,1218,0.3,0.05,0.3,0.35,-41289.71179532635,19350.744023640596,87205.54114045767,1,-0.21241186309666768,0.2118518359981864
1143,1143,0.25,0.1,0.45,0.2,-41204.42086845172,22357.66042656645,31320.608325695022,1,0.07043060296656843,0.21222518739717397
1304,1304,0.35,0.1,0.15,0.4,-41160.46566208049,20145.11419127553,35484.22463006067,1,-0.35364642042879196,0.07024392726707464
978,978,0.15,0.35,0.35,0.15,-41079.208734544656,-6074.908399904068,28819.02261267785,2,0.28284246606323615,0.0003733513989874998
709,709,0.05,0.4,0.2,0.35,-41053.525496732655,8530.47722880614,69304.07603111009,1,0.14132789518187125,0.07089729221530279
1314,1314,0.35,0.15,0.15,0.35,-41043.21331167086,6474.2596703873405,28468.69949176921,1,-0.2828424660632361,-0.0003733513989875471
1391,1391,0.4,0.25,0.05,0.3,-41014.231261801106,-5966.281899818726,99450.31057692441,2,-0.2825624525139954,-0.21250520094641467
1241,1241,0.3,0.15,0.3,0.25,-40986.17022175403,6743.603811038091,18352.005963527776,1,-0.0708039543655559,0.07061727866606211
742,742,0.05,0.6,0.15,0.2,-40932.88524947411,13606.764495395048,69612.58362138047,1,0.3538330961282858,-0.21166516029869265
1009,1009,0.15,0.6,0.15,0.1,-40888.04603764024,-5900.436381672054,37326.389476529184,2,0.35401977182777955,-0.3530863933303107
634,634,0.05,0.1,0.5,0.35,-40664.345820436916,39798.540397014214,89245.09323878563,1,0.14076786808338995,0.495160991310157
1515,1515,0.55,0.25,0.05,0.15,-40607.6429910032,-4813.790739690714,89321.15911291967,2,-0.2822824389647548,-0.4246370504938418
1392,1392,0.4,0.25,0.1,0.25,-40572.9777059307,-6300.167200423557,39225.984076643086,2,-0.2118518359981864,-0.21241186309666776
752,752,0.05,0.7,0.1,0.15,-40567.06584342925,22384.833633714356,78166.66654609656,1,0.4247303883435886,-0.35299305548056376
1131,1131,0.25,0.05,0.5,0.2,-40544.81979598358,29117.677078713376,87749.84582552039,1,0.07033726511682155,0.282935803912983
1083,1083,0.2,0.3,0.35,0.15,-40491.609194513076,-5819.260593504733,23853.02246235125,2,0.2121318495474271,0.0002800135492406447
719,719,0.05,0.45,0.2,0.3,-40403.286324667155,8295.456748028071,69091.50024631742,1,0.21213184954742711,0.0002800135492406407
1448,1448,0.45,0.3,0.1,0.15,-40385.78873198878,-7430.907928023726,35747.71764013752,2,-0.14095454378288363,-0.35373975827853893
619,619,0.05,0.05,0.6,0.3,-40294.01368768606,91702.01891934687,107621.7662248166,1,0.21138514674945205,0.5659649456757129
969,969,0.15,0.3,0.4,0.15,-40236.294189969936,-4262.989167544582,31427.038764706984,2,0.2827491282134893,0.07108396791479657
892,892,0.1,0.7,0.1,0.1,-40182.840573386246,-217.2919109461709,58823.050694717254,2,0.4248237261933354,-0.4237036719963729
1205,1205,0.25,0.5,0.15,0.1,-40165.62971514746,-7899.34823312284,31704.095378927163,2,0.21259853879616147,-0.35327306902980454
1536,1536,0.6,0.2,0.05,0.15,-40144.37325246833,-1496.2601175348645,87183.11159618596,2,-0.3529930554805638,-0.42473038834358867
699,699,0.05,0.35,0.25,0.35,-40101.3839218231,7181.881306051296,70335.17592448997,1,0.14123455733212428,0.14160790873111181
1567,1567,0.75,0.05,0.05,0.15,-40087.344418575805,56610.038309994234,102733.67703218551,1,-0.565124905027991,-0.42501040189282935
1561,1561,0.7,0.1,0.05,0.15,-40071.47865100451,19501.226624072868,85110.4231533851,1,-0.49441428851218183,-0.4249170640430824
936,936,0.15,0.15,0.55,0.15,-40046.547430968276,12360.055805090988,42980.73107795391,1,0.2824691146642487,0.2832158174622237
1551,1551,0.65,0.15,0.05,0.15,-40039.39334898303,4943.127018044843,85450.65088045737,1,-0.4237036719963729,-0.4248237261933355
923,923,0.15,0.1,0.6,0.15,-40015.74013796988,29982.3434185365,48536.55076775638,1,0.28237577681450177,0.35392643397803264
543,543,0.4,0.1,0.0,0.5,-39992.30483342119,23715.762691109554,62358748865742.25,1,-0.5656849321264722,-0.0007467027979750629
1231,1231,0.3,0.1,0.35,0.25,-39966.28641779961,17178.379066911042,27739.66948242551,1,-0.07089729221530276,0.14132789518187114
1219,1219,0.3,0.05,0.35,0.3,-39964.98781196023,19434.92690056996,86546.12336401775,1,-0.14170124658085867,0.2119451738479333
1332,1332,0.35,0.25,0.2,0.2,-39964.426390806635,-6310.834560506972,16520.372598296544,2,-0.07052394081631522,-0.14151457088136488
948,948,0.15,0.2,0.5,0.15,-39931.444705742695,3725.1875384465166,38585.42550320675,1,0.28256245251399553,0.21250520094641462
959,959,0.15,0.25,0.45,0.15,-39918.87314755284,-1222.0461037974746,34725.97358754076,2,0.2826557903637424,0.14179458443060558
1251,1251,0.3,0.2,0.3,0.2,-39892.41352413021,-1416.2526537684157,16725.34031563698,2,1.4343642455388227e-17,-1.9915482744485607e-17
1483,1483,0.5,0.25,0.05,0.2,-39879.619144976095,-6006.057820272963,91979.81221766386,2,-0.2823757768145017,-0.3539264339780327
728,728,0.05,0.5,0.2,0.25,-39861.69764261172,8397.611166531307,68873.8956898348,1,0.282935803912983,-0.0703372651168215
1570,1570,0.75,0.1,0.05,0.1,-39827.40035387002,21711.574387606128,83946.66617716047,1,-0.494320950662435,-0.4956276805588915
1074,1074,0.2,0.25,0.4,0.15,-39719.864521698124,-2854.20509890292,26213.78480912812,2,0.2120385116976803,0.07099063006504966
1324,1324,0.35,0.2,0.2,0.25,-39718.07548797659,-2101.658766307229,17645.016636325934,2,-0.1413278951818711,-0.0708972922153028
1409,1409,0.4,0.45,0.05,0.1,-39660.083653155874,-6819.403293476904,98867.07491799934,2,0.0006533649482282011,-0.4949743156106633
1182,1182,0.25,0.3,0.3,0.15,-39633.59020938404,-7111.016361920033,19085.21650114196,2,0.14151457088136496,-0.07052394081631527
909,909,0.15,0.05,0.65,0.15,-39585.86062017185,50220.46922728605,92507.0709986782,1,0.2822824389647549,0.4246370504938417
551,551,0.4,0.5,0.0,0.1,-39562.11740609652,-6358.246618276979,62358749405752.055,2,0.00074670279797507,-0.5656849321264723
688,688,0.05,0.3,0.3,0.35,-39557.45817945322,7295.654325785682,72844.86635022468,1,0.14114121948237743,0.21231852524692085
663,663,0.05,0.2,0.4,0.35,-39548.59398538175,13071.401868400402,80102.42463071756,1,0.14095454378288372,0.35373975827853893
1352,1352,0.35,0.45,0.1,0.1,-39448.75094313415,-7614.94725350087,43954.45106281478,2,0.07127064361429038,-0.42417036124510726
866,866,0.1,0.45,0.3,0.15,-39421.15944061239,-4662.416587300226,35948.74283958455,2,0.3536464204287921,-0.0702439272670746
1384,1384,0.4,0.2,0.05,0.35,-39416.532668891916,-1936.590156753854,101454.68937451455,2,-0.35336640687955134,-0.14188792228035255
1443,1443,0.45,0.25,0.1,0.2,-39406.583433131134,-6386.267359908385,35744.23068836806,2,-0.21175849814843953,-0.2831224796124768
676,676,0.05,0.25,0.35,0.35,-39387.31280081226,9028.490269082,76196.59821571018,1,0.14104788163263057,0.28302914176272986
1064,1064,0.2,0.2,0.45,0.15,-39386.95225534758,2058.8668020714144,29350.6514418199,1,0.21194517384793338,0.14170124658085867
635,635,0.05,0.1,0.55,0.3,-39360.57968438488,39303.34472489223,94685.40810910161,1,0.21147848459919902,0.4952543291599039
1442,1442,0.45,0.25,0.05,0.25,-39318.792930993186,-6565.878304895139,95496.87784777819,2,-0.28246911466424857,-0.2832158174622237
1393,1393,0.4,0.25,0.15,0.2,-39296.4825069763,-6532.864120944087,20841.352583315107,2,-0.1411412194823774,-0.2123185252469209
1053,1053,0.2,0.15,0.5,0.15,-39221.86916189821,10608.164362166892,33234.561658973544,1,0.21185183599818652,0.21241186309666774
1315,1315,0.35,0.15,0.2,0.3,-39204.648315110106,5784.790612940242,19750.458242697383,1,-0.21213184954742703,-0.00028001354924065645
1399,1399,0.4,0.3,0.15,0.15,-39174.668570498565,-8115.180719882694,20964.16413226158,2,-0.07033726511682148,-0.282935803912983
710,710,0.05,0.4,0.25,0.3,-39147.42813096923,6239.708052449967,70393.11309724163,1,0.21203851169768026,0.07099063006504967
1220,1220,0.3,0.05,0.4,0.25,-39024.66561667812,20774.324269790694,86071.04469909758,1,-0.07099063006504962,0.2120385116976802
1041,1041,0.2,0.1,0.55,0.15,-38929.72965954969,27299.528604521056,39206.18090143048,1,0.21175849814843967,0.2831224796124768
1242,1242,0.3,0.15,0.35,0.2,-38903.02767521801,6742.717816845366,18388.169092217784,1,-9.333784974686852e-05,0.070710616515809
1305,1305,0.35,0.1,0.2,0.35,-38847.40344140561,16642.026507508643,29311.47877050067,1,-0.2829358039129829,0.07033726511682149
1267,1267,0.3,0.3,0.25,0.15,-38777.86507580166,-8052.17372694172,16519.960619472033,2,0.07089729221530282,-0.14132789518187117
620,620,0.05,0.05,0.65,0.25,-38775.45162721274,94107.82162720841,110667.13691867748,1,0.28209576326526115,0.5660582835254597
1484,1484,0.5,0.25,0.1,0.15,-38720.83455281255,-5680.2153315300975,33369.11494862515,2,-0.21166516029869265,-0.3538330961282858
1376,1376,0.4,0.15,0.05,0.4,-38689.90673131999,5920.080491758279,104092.05041670088,1,-0.42417036124510726,-0.07127064361429035
1385,1385,0.4,0.2,0.1,0.3,-38620.12909776576,-2571.6803483819353,40937.372111285964,2,-0.28265579036374233,-0.1417945844306056
1367,1367,0.4,0.1,0.05,0.45,-38558.35095892899,22189.97352184794,108488.56737991878,1,-0.4949743156106632,-0.0006533649482282
1339,1339,0.35,0.3,0.2,0.15,-38554.713047721125,-8409.846123205461,16554.64750595018,2,0.00028001354924069694,-0.21213184954742703
1294,1294,0.35,0.05,0.2,0.4,-38533.31545941734,20475.858252687845,86943.19883421302,1,-0.3537397582785389,0.1409545437828837
736,736,0.05,0.55,0.2,0.2,-38523.25089457057,8774.301806956582,68604.7488142555,1,0.35373975827853893,-0.14095454378288363
1564,1564,0.7,0.15,0.05,0.1,-38441.436509248255,6545.986550027785,84903.2706569978,1,-0.42361033414662597,-0.49553434270914454
774,774,0.1,0.05,0.7,0.15,-38439.01531436763,67602.16121082497,94907.67109169971,1,0.352899717630817,0.49544100485939757
1357,1357,0.4,0.05,0.05,0.5,-38416.39200986198,63465.463125854185,128477.2945164793,1,-0.565778269976219,0.06996391371783395
1174,1174,0.25,0.25,0.35,0.15,-38334.12414739635,-4357.916700112376,20323.021520529503,2,0.14142123303161808,0.00018667569949373404
700,700,0.05,0.35,0.3,0.3,-38310.55610803557,5488.847209463383,73094.11255170537,1,0.2119451738479333,0.1417012465808587
789,789,0.1,0.1,0.65,0.15,-38261.00443945041,33525.059555019805,63989.200443432375,1,0.3529930554805639,0.42473038834358856
720,720,0.05,0.45,0.25,0.25,-38257.85496877553,5758.186540373377,70426.75000914061,1,0.28284246606323615,0.00037335139898753145
1028,1028,0.2,0.05,0.6,0.15,-38234.273882090056,39942.772361515315,90295.82283488034,1,0.21166516029869276,0.35383309612828573
1232,1232,0.3,0.1,0.4,0.2,-38217.881982490246,18781.760244111927,27322.409710747525,1,-0.00018667569949369587,0.14142123303161805
1283,1283,0.3,0.45,0.15,0.1,-38123.61689139727,-8293.268770166198,29410.11341111445,2,0.14188792228035246,-0.3533664068795514
1511,1511,0.55,0.2,0.05,0.2,-38080.243599358495,-2774.642441205626,89856.94342342754,2,-0.3530863933303107,-0.35401977182777966
591,591,0.65,0.25,0.0,0.1,-38011.22248986372,-2219.0059680761406,62358740621817.24,2,-0.3528063797810701,-0.5661516213752067
1454,1454,0.45,0.4,0.05,0.1,-37974.5013899816,-6570.2518645003765,96363.73306710944,2,-0.07005725156758082,-0.49506765346041015
567,567,0.5,0.25,0.0,0.25,-37937.352924196275,-6497.834155022298,62358748863223.54,2,-0.3530863933303107,-0.35401977182777955
1316,1316,0.35,0.15,0.25,0.25,-37891.071349587495,5483.06088703538,15639.501435880831,1,-0.14142123303161802,-0.00018667569949376572
858,858,0.1,0.4,0.35,0.15,-37889.716420270684,-4648.517160379204,38327.92802237671,2,0.35355308257904516,0.0004666892487344104
689,689,0.05,0.3,0.35,0.3,-37871.68899175,5988.371316411976,76584.63631955205,1,0.21185183599818644,0.21241186309666774
803,803,0.1,0.15,0.6,0.15,-37808.99767033848,14856.77530266566,58786.379238783455,1,0.3530863933303108,0.35401977182777955
677,677,0.05,0.25,0.4,0.3,-37800.30335555497,7985.360181258353,80587.08116627316,1,0.21175849814843958,0.2831224796124768
1386,1386,0.4,0.2,0.15,0.25,-37795.18305253358,-2904.9359050647417,21974.96344982519,2,-0.2119451738479333,-0.14170124658085875
1325,1325,0.35,0.2,0.25,0.2,-37788.27530968718,-2504.705239396833,14149.038306790766,2,-0.0706172786660621,-0.07080395436555591
636,636,0.05,0.1,0.6,0.25,-37763.59896541876,38862.326607129355,100280.08249553767,1,0.282189101115008,0.4953476670096507
557,557,0.45,0.25,0.0,0.3,-37727.35751959336,-6630.6224680402265,62358749412987.33,2,-0.3531797311800576,-0.28330915531197054
1110,1110,0.2,0.5,0.2,0.1,-37656.63660329174,-7855.406513923237,27417.23327977989,2,0.2832158174622237,-0.28246911466424857
1165,1165,0.25,0.2,0.4,0.15,-37633.61988758842,497.44707986060797,22590.267864473906,1,0.14132789518187125,0.0708972922153028
1512,1512,0.55,0.2,0.1,0.15,-37574.71159777117,-2306.553914733665,31083.499294488523,2,-0.2823757768145017,-0.35392643397803275
1221,1221,0.3,0.05,0.45,0.2,-37540.18232764892,22987.45232706302,85876.60999661555,1,-0.00028001354924060646,0.2121318495474271
1407,1407,0.4,0.4,0.1,0.1,-37446.29734289182,-7566.159572390109,41620.07269131341,2,0.0005600270984813321,-0.42426369909485423
1306,1306,0.35,0.1,0.25,0.3,-37437.04549087658,14412.521717452855,26792.47038898691,1,-0.21222518739717391,0.07043060296656838
748,748,0.05,0.65,0.15,0.15,-37348.80866691064,14932.194266563256,68967.92698654624,1,0.42463705049384176,-0.2822824389647548
1554,1554,0.65,0.2,0.05,0.1,-37327.20499332614,6.2320409307249065,86856.81235669063,1,-0.35289971763081696,-0.4954410048593977
1377,1377,0.4,0.15,0.1,0.35,-37271.32671197231,5019.129865718614,43424.79111026706,1,-0.35345974472929825,-0.07117730576454347
453,453,0.05,0.85,0.0,0.1,-37237.733150402535,35061.884063379606,62358748389057.36,1,0.4957210184086382,-0.565031567178244
1155,1155,0.25,0.15,0.45,0.15,-37232.674583359374,9090.405468230421,25783.391844144706,1,0.14123455733212437,0.14160790873111181
711,711,0.05,0.4,0.3,0.25,-37076.213989437034,4356.30436443912,73301.07864374733,1,0.28274912821348924,0.07108396791479656
849,849,0.1,0.35,0.4,0.15,-37012.63715929104,-3834.3117344519756,41510.200321534896,2,0.3534597447292983,0.07117730576454348
310,310,0.2,0.0,0.65,0.15,-36994.08872949208,45249.80652155379,62358715099843.555,1,0.2115718224489459,0.4245437126440948
1005,1005,0.15,0.55,0.2,0.1,-36959.032954404,-6652.376975240468,30736.48262401793,2,0.3539264339780327,-0.2823757768145017
1444,1444,0.45,0.25,0.15,0.15,-36946.668547106834,-6517.219183225774,18609.19093921868,2,-0.14104788163263052,-0.2830291417627299
1479,1479,0.5,0.2,0.1,0.2,-36929.710870578645,-3177.2112703621415,33494.651404168646,2,-0.28246911466424857,-0.2832158174622237
1490,1490,0.5,0.35,0.05,0.1,-36888.504556352746,-6044.880686755663,93891.650199427,2,-0.1407678680833899,-0.495160991310157
828,828,0.1,0.25,0.5,0.15,-36853.850767966374,963.0932731042425,49445.15739555964,1,0.35327306902980454,0.2125985387961615
1533,1533,0.6,0.15,0.1,0.15,-36824.340393011356,4427.579375347145,29045.924514558465,1,-0.3530863933303107,-0.3540197718277796
1260,1260,0.3,0.25,0.3,0.15,-36817.9602377126,-5732.301146941201,16277.942530220645,2,0.07080395436555594,-0.07061727866606213
1144,1144,0.25,0.1,0.5,0.15,-36793.59112796736,24762.026930886084,32311.029667795206,1,0.14114121948237746,0.21231852524692083
1295,1295,0.35,0.05,0.25,0.35,-36746.055647605586,16739.063636962404,85760.95240440969,1,-0.2830291417627298,0.14104788163263052
1532,1532,0.6,0.15,0.05,0.2,-36716.49682392388,3636.2506404492433,88202.98669404363,1,-0.4237970098461198,-0.3541131096775265
839,839,0.1,0.3,0.45,0.15,-36711.468224822165,-2065.1407817006684,45262.446764009,2,0.35336640687955145,0.1418879222803525
1437,1437,0.45,0.2,0.1,0.25,-36649.57339608153,-3424.1887410147847,36970.64837093111,2,-0.2825624525139955,-0.21250520094641467
1539,1539,0.6,0.25,0.05,0.1,-36619.79470956181,-3273.946455972564,89095.60453067705,2,-0.28218910111500795,-0.4953476670096508
1307,1307,0.35,0.1,0.3,0.25,-36589.115643562414,13963.395637534357,25446.92214491437,1,-0.14151457088136488,0.07052394081631526
1368,1368,0.4,0.1,0.1,0.4,-36566.773210842395,20200.706071746925,48790.45651352375,1,-0.4242636990948541,-0.0005600270984812814
729,729,0.05,0.5,0.25,0.2,-36518.071755386816,5618.731751497795,70382.44506995997,1,0.353646420428792,-0.07024392726707461
1387,1387,0.4,0.2,0.2,0.2,-36506.80919808398,-3174.3685109762305,14082.054082631474,2,-0.14123455733212426,-0.14160790873111184
1518,1518,0.55,0.3,0.05,0.1,-36445.257868856395,-5056.579841409783,91460.25351523035,2,-0.2114784845991989,-0.49525432915990397
578,578,0.55,0.35,0.0,0.1,-36443.170740821326,-5060.316610731803,62358748033111.18,2,-0.21138514674945205,-0.565964945675713
1201,1201,0.25,0.45,0.2,0.1,-36395.277423725274,-8500.48247762062,24856.817165677345,2,0.21250520094641462,-0.2825624525139955
1317,1317,0.35,0.15,0.3,0.2,-36346.07054199169,5503.81724738563,14256.884734132831,1,-0.07071061651580901,-9.333784974687503e-05
1548,1548,0.65,0.1,0.1,0.15,-36333.40422879908,18482.668392116317,29351.85752825066,1,-0.42379700984611973,-0.35411310967752646
701,701,0.05,0.35,0.35,0.25,-36310.7652601793,4024.115941113567,76916.35477531736,1,0.28265579036374233,0.14179458443060558
1438,1438,0.45,0.2,0.15,0.2,-36264.311553510226,-3345.279198836981,18491.890358510616,2,-0.2118518359981864,-0.21241186309666782
1568,1568,0.75,0.05,0.1,0.1,-36252.826567831886,25101.83584131371,79356.90933883365,1,-0.4944142885121819,-0.42491706404308244
